question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_0090,185,Jamae Mosque; Sri Mariamman Temple,2025-08-21 19:22:27.455054+00,11,,Can be answered,Single,"Within Chinatown, Singapore, each area inside the conservation boundary is labeled with a name (e.g., TANGJONG PAGAR) and each Gazetted Monument is labeled with a number and name (e.g., 5: Al-Abrar Mosque). Which Gazetted Monuments are located in the area that contains the ‘Future malls’ line? Give just the names.",Within,,Jamae Mosque; Sri Mariamman Temple,3
q_0090,438,Jamae Mosque; Sri Mariamman Temple,2025-08-22 22:47:24.320003+00,4,,Can be answered,Single,"Within Chinatown, Singapore, each area inside the conservation boundary is labeled with a name (e.g., TANGJONG PAGAR) and each Gazetted Monument is labeled with a number and name (e.g., 5: Al-Abrar Mosque). Which Gazetted Monuments are located in the area that contains the 'Future malls' line? Give just the names.",Within,,Jamae Mosque; Sri Mariamman Temple,3
q_0090,594,Jamae Mosque; Sri Mariamman Temple,2025-08-24 22:32:37.624599+00,3,,Can be answered,Single,"Within Chinatown, Singapore, each area inside the conservation boundary is labeled with a name (e.g., TANGJONG PAGAR) and each Gazetted Monument is labeled with a number and name (e.g., 5: Al-Abrar Mosque). Which Gazetted Monuments are located in the area that contains the 'Future malls' line? Give just the names.",Within,,Jamae Mosque; Sri Mariamman Temple,3
q_0093,202,Main Head,2025-08-21 19:45:44.197807+00,11,,Can be answered,Single,What is the name of the northernmost 'National Air Monitoring Site' as recorded by Ordnance Survey Ireland?,Orientation,,Main Head,3
q_0093,316,Main Head,2025-08-22 02:04:30.324853+00,9,,Can be answered,Single,What is the name of the northernmost 'National Air Monitoring Site' as recorded by Ordnance Survey Ireland?,Orientation,The image is blury,Main Head,3
q_0093,1051,Main Head,2025-08-28 03:40:17.085826+00,10,,Can be answered,Single,What is the name of the northernmost 'National Air Monitoring Site' as recorded by Ordnance Survey Ireland?,Orientation,,Main Head,3
q_0095,205,1.8,2025-08-21 19:49:43.938364+00,11,,Can be answered,Single,Identify the ‘Moulded Concrete Gutter’ at the Seychelles Water and Sanitation Project Wastewater Treatment Plant. What is the ‘Elevation’ indicated on the map at the point where it intersects the ‘Drainage Ditch’? Give just the number.,Intersect,,1.8,3
q_0095,282,1.8,2025-08-21 22:51:42.286881+00,5,,Can be answered,Single,Identify the 'Moulded Concrete Gutter' at the Seychelles Water and Sanitation Project Wastewater Treatment Plant. What is the 'Elevation' indicated on the map at the point where it intersects the 'Drainage Ditch'? Give just the number.,Intersect,,1.8,3
q_0095,551,1.8,2025-08-24 20:07:45.920858+00,6,,Can be answered,Single,Identify the 'Moulded Concrete Gutter' at the Seychelles Water and Sanitation Project Wastewater Treatment Plant. What is the 'Elevation' indicated on the map at the point where it intersects the 'Drainage Ditch'? Give just the number.,Intersect,,1.8,3
q_0096,88,Sand banks,2025-08-21 07:09:10.617491+00,8,yes,Can be answered,Multi,"There are multiple numbered points along the boundary of the '181925 Sqm' region of Seychelles. The area and the surroundings are classified into four habitant categories: Macroalgae meadows, Sand banks, Rock/Rubble beds, and Coral Reefs. Which habitat category lies between Point 6 and 7.",Within,,Sand bank,3
q_0096,206,Sand banks,2025-08-21 19:54:33.10509+00,11,yes,Map doesn't contain information to answer the question,Multi,"There are multiple numbered points along the boundary of the '181925 Sqm' region of Seychelles. The area and the surroundings are classified into four habitant categories: Macroalgae meadows, Sand banks, Rock/Rubble beds, and Coral Reefs. Which habitat category lies between Point 6 and 7.",Within,"It might be hard to find the exact locations of points 6 and 7 on the habitat image. What about changing the question to points 26 and 27? Then the answer would be ""Sand banks"".",Sand bank,3
q_0096,728,Sand banks,2025-08-25 20:12:59.19103+00,7,,Can be answered,Multi,"There are multiple numbered points along the boundary of the '181925 Sqm' region of Seychelles. The area and the surroundings are classified into four habitant categories: Macroalgae meadows, Sand banks, Rock/Rubble beds, and Coral Reefs. Which habitat category lies between Point 6 and 7.",Within,,Sand bank,3
q_0098,210,Primary School,2025-08-21 19:58:14.111253+00,11,,Can be answered,Single,"There are 19 different types of Important Environmental Features (e.g., Brick Field) within the 5 km buffer of the project boundary proposed by EQMS. Identify the boundary shared between the 'Project Boundary' and the 'Amin Bazar Waste Disposal Area'. Which important environmental feature is located on this boundary?",Intersect,,Primary School,3
q_0098,440,Primary School,2025-08-22 22:58:16.035767+00,4,,Can be answered,Single,"There are 19 different types of Important Environmental Features (e.g., Brick Field) within the 5 km buffer of the project boundary proposed by EQMS. Identify the boundary shared between the 'Project Boundary' and the 'Amin Bazar Waste Disposal Area'. Which important environmental feature is located on this boundary?",Intersect,,Primary School,3
q_0098,596,Primary School,2025-08-24 22:36:58.056925+00,3,,Can be answered,Single,"There are 19 different types of Important Environmental Features (e.g., Brick Field) within the 5 km buffer of the project boundary proposed by EQMS. Identify the boundary shared between the 'Project Boundary' and the 'Amin Bazar Waste Disposal Area'. Which important environmental feature is located on this boundary?",Intersect,,Primary School,3
q_0099,213,CHINA,2025-08-21 19:59:56.470253+00,11,,Can be answered,Single,"Identify the point where all three Alternative Routes from China to Europe (i.e., 'Norther Corridor', 'Middle Corridor', and 'Ocean Route') meet. Which country is this point located in?",Intersect,,CHINA,3
q_0099,283,CHINA,2025-08-21 22:52:42.520038+00,5,,Can be answered,Single,"Identify the point where all three Alternative Routes from China to Europe (i.e., 'Norther Corridor', 'Middle Corridor', and 'Ocean Route') meet. Which country is this point located in?",Intersect,,CHINA,3
q_0099,552,China,2025-08-24 20:15:22.040543+00,6,,Can be answered,Single,"Identify the point where all three Alternative Routes from China to Europe (i.e., 'Norther Corridor', 'Middle Corridor', and 'Ocean Route') meet. Which country is this point located in?",Intersect,,CHINA,3
q_0100,89,Bengal Florican,2025-08-21 07:12:13.49766+00,8,,Can be answered,Single,"Within the 'Ou Tapaong OPT_Canals' boundar (red outline), identify the three bird species points: 'Bengal Florican', 'Greater Adjutant', and 'Milky Stork'. Which bird species point is located closest to the boundary?",Distance,,Bengal Florican,3
q_0100,214,Bengal Florican,2025-08-21 20:00:35.514108+00,11,,Can be answered,Single,"Within the 'Ou Tapaong OPT_Canals' boundar (red outline), identify the three bird species points: 'Bengal Florican', 'Greater Adjutant', and 'Milky Stork'. Which bird species point is located closest to the boundary?",Distance,,Bengal Florican,3
q_0100,729,Bengal Florican,2025-08-25 20:16:01.128541+00,7,,Can be answered,Single,"Within the 'Ou Tapaong OPT_Canals' boundar (red outline), identify the three bird species points: 'Bengal Florican', 'Greater Adjutant', and 'Milky Stork'. Which bird species point is located closest to the boundary?",Distance,,Bengal Florican,3
q_0102,219,Virar Flyover,2025-08-21 20:08:12.019518+00,11,yes,Can be answered,Multi,"Identify the 'Environmental Monitoring Locations' near Km 60/4–6 Virar FOB. Within the '100m Radius Study Area', which 'Sensitive Features' is located closest to this monitoring location?",Distance,,Virar Flyover,3
q_0102,442,Virar Flyover,2025-08-22 23:00:50.32143+00,4,yes,Can be answered,Multi,"Identify the 'Environmental Monitoring Locations' near Km 60/4-6 Virar FOB. Within the '100m Radius Study Area', which 'Sensitive Features' is located closest to this monitoring location?",Distance,,Virar Flyover,3
q_0102,597,Virar Flyover,2025-08-24 22:38:51.870357+00,3,yes,Can be answered,Multi,"Identify the 'Environmental Monitoring Locations' near Km 60/4-6 Virar FOB. Within the '100m Radius Study Area', which 'Sensitive Features' is located closest to this monitoring location?",Distance,,Virar Flyover,3
q_0103,220,1,2025-08-21 20:09:58.982087+00,11,,Can be answered,Single,"As given in the Extended Central Sketch Plan of Singapore, how many ‘Major Bus Terminals’ are located inside the ‘High Density Housing with Commercial Uses’ region?",Within,,1,3
q_0103,284,1,2025-08-21 22:54:08.270997+00,5,,Can be answered,Single,"As given in the Extended Central Sketch Plan of Singapore, how many 'Major Bus Terminals' are located inside the 'High Density Housing with Commercial Uses' region?",Within,,1,3
q_0103,553,1,2025-08-24 20:17:17.632166+00,6,,Can be answered,Single,"As given in the Extended Central Sketch Plan of Singapore, how many 'Major Bus Terminals' are located inside the 'High Density Housing with Commercial Uses' region?",Within,,1,3
q_0104,90,Broadmeadow,2025-08-21 07:32:44.113482+00,8,yes,Can be answered,Multi,"Identify the easternmost 'C: Requires relaying over a long period (at least 2 months) in clean water prior to sale for human consumption' point as designated by DCMNR (Department of Communications, Marine and Natural Resources in Ireland). Which major 'Estuaries and Bays' is located closest to this point? Give the name exactly as it appears on the map.",Distance,,Broadmeadow,3
q_0104,493,Broadmeadow,2025-08-23 23:38:05.849716+00,11,yes,Map doesn't contain information to answer the question,Multi,"Identify the easternmost 'C: Requires relaying over a long period (at least 2 months) in clean water prior to sale for human consumption' point as designated by DCMNR (Department of Communications, Marine and Natural Resources in Ireland). Which major 'Estuaries and Bays' is located closest to this point? Give the name exactly as it appears on the map.",Distance,Hard to locate which one 'Estuaries and Bays' is the closest,Broadmeadow,3
q_0104,730,Broadmeadow,2025-08-25 20:17:16.82578+00,7,yes,Can be answered,Multi,"Identify the easternmost 'C: Requires relaying over a long period (at least 2 months) in clean water prior to sale for human consumption' point as designated by DCMNR (Department of Communications, Marine and Natural Resources in Ireland). Which major 'Estuaries and Bays' is located closest to this point? Give the name exactly as it appears on the map.",Distance,,Broadmeadow,3
q_0106,496,38m,2025-08-24 03:56:37.714034+00,11,,Can be answered,Single,What is the shortest distance between the Initiation Point (145) and the Project Impact Boundary as given in AIIB's Integrated Landslide Hazard Zoning?,Distance,,40 m,3
q_0106,598,40m,2025-08-24 22:40:17.519276+00,3,,Can be answered,Single,What is the shortest distance between the Initiation Point (145) and the Project Impact Boundary as given in AIIB's Integrated Landslide Hazard Zoning?,Distance,,40 m,3
q_0106,644,42m,2025-08-25 04:53:06.733123+00,4,,Can be answered,Single,What is the shortest distance between the Initiation Point (145) and the Project Impact Boundary as given in AIIB's Integrated Landslide Hazard Zoning?,Distance,,40 m,3
q_0108,91,Russei Krang,2025-08-21 07:34:50.637277+00,8,yes,Can be answered,Multi,Identify the 'Polder System or Embankment' line that forms the boundary of 'Ou Ta Paong'. Which 'Commune Center' is located closest to this line?,Distance,,Russei Krang,3
q_0108,693,Russei Krang,2025-08-25 14:17:05.568261+00,11,yes,Can be answered,Multi,Identify the 'Polder System or Embankment' line that forms the boundary of 'Ou Ta Paong'. Which 'Commune Center' is located closest to this line?,Distance,,Russei Krang,3
q_0108,731,Russei Krang,2025-08-25 20:18:03.868096+00,7,yes,Can be answered,Multi,Identify the 'Polder System or Embankment' line that forms the boundary of 'Ou Ta Paong'. Which 'Commune Center' is located closest to this line?,Distance,,Russei Krang,3
q_0112,92,Zayed Sports City; Sheikh Khalifa Park,2025-08-21 07:36:49.149596+00,8,yes,Can be answered,Multi,Identify the 'Planned Playground' point located closest to 'Sas Al Nakhl Island'. What are the two nearest 'Destination's to this playground?,Distance,,Zayed Sports City; Sheikh Khalifa Park,3
q_0112,697,SHEIKH KHALIFA PARK; ZAYED SPORTS CITY,2025-08-25 14:36:39.688004+00,11,yes,Can be answered,Multi,Identify the 'Planned Playground' point located closest to 'Sas Al Nakhl Island'. What are the two nearest 'Destination's to this playground?,Distance,,Zayed Sports City; Sheikh Khalifa Park,3
q_0112,732,Zayed Sports City; Sheikh Khalifa Park,2025-08-25 20:28:16.4248+00,7,yes,Can be answered,Multi,Identify the 'Planned Playground' point located closest to 'Sas Al Nakhl Island'. What are the two nearest 'Destination's to this playground?,Distance,,Zayed Sports City; Sheikh Khalifa Park,3
q_0118,601,Mussels; Oysters,2025-08-24 22:45:48.618208+00,3,yes,Can be answered,Multi,"Identify the two aquaculture points closest to the northernmost Purple Hairstreak distribution point. For these two points, list the sea-animals under intensive shellfish famrning (each represented by a single alphabet in the legend), as recorded by the Ireland Seafood Development Agency (BIM). Give the names of the sea-animals.",Distance,,Mussels; Oysters,3
q_0118,647,Oysters; Mussels,2025-08-25 05:00:42.022988+00,4,yes,Can be answered,Multi,"Identify the two aquaculture points closest to the northernmost Purple Hairstreak distribution point. For these two points, list the sea-animals under intensive shellfish famrning (each represented by a single alphabet in the legend), as recorded by the Ireland Seafood Development Agency (BIM). Give the names of the sea-animals.",Distance,,Mussels; Oysters,3
q_0118,703,Mussels; Oysters,2025-08-25 15:08:37.08431+00,11,yes,Can be answered,Multi,"Identify the two aquaculture points closest to the northernmost Purple Hairstreak distribution point. For these two points, list the sea-animals under intensive shellfish famrning (each represented by a single alphabet in the legend), as recorded by the Ireland Seafood Development Agency (BIM). Give the names of the sea-animals.",Distance,,Mussels; Oysters,3
